0.020908,0.06807,0.004803,0.021266,0.060084,0.129593,0.084767,0.10589,0.206086,0.250013,0.206067,0.298655,0.268734,0.06906,0.037274,0.506563,0.527382,0.514301,0.75164,0.669251,0.725873,0.640925,0.698955,0.712412,0.937061,0.631403,0.546324,0.548913,0.514232,0.50651,0.176255,0.210411,0.770106,0.558141,0.522143,0.543722,0.482879,0.313902,0.410249,0.380264,0.325217,0.087544,0.244771,0.210818,0.16681,0.142257,0.170033,0.106361,0.045742,0.007868,0.018269,0.015695,0.009727,0.006086,0.006371,0.00538,0.001661,0.007355,0.00511,0.008948,Mine
0.034281,0.040975,0.038144,0.141582,0.043993,0.02872,0.066098,0.059756,0.175466,0.230111,0.273512,0.341031,0.32612,0.070986,0.120736,0.229988,0.220228,0.235677,0.379462,0.659978,0.820986,0.71493,0.503298,0.626209,0.719807,0.962048,0.965811,0.955915,0.987705,0.690325,0.236093,0.286294,0.272059,0.337405,0.191153,0.166857,0.321683,0.147523,0.226966,0.22225,0.640051,0.424448,0.448956,0.444235,0.341358,0.357949,0.282709,0.085456,0.027025,0.041326,0.02094,0.002345,0.015357,0.002124,0.00765,0.00282,0.020329,0.014374,0.005052,0.009116,Mine
0.008932,0.014497,0.020886,0.068266,0.011985,0.046423,0.150748,0.104827,0.121276,0.134928,0.132009,0.313739,0.202713,0.06991,0.126769,0.101099,0.315485,0.322944,0.456708,0.425769,0.138664,0.668731,0.720906,0.667259,0.757313,0.155512,0.482028,0.634902,0.850801,0.720882,0.577915,0.599039,0.698231,0.720806,0.861459,0.890644,0.493119,0.375161,0.20249,0.288829,0.269729,0.263559,0.183842,0.095586,0.081686,0.126341,0.108387,0.062315,0.036599,0.032773,0.009676,0.01622,0.012289,0.021733,0.011117,0.000481,0.003959,0.003542,0.005403,0.001863,Rock
0.068667,0.048465,0.034146,0.047959,0.099094,0.118204,0.105556,0.246807,0.426913,0.497205,0.285901,0.430981,0.397491,0.529774,0.247526,0.258311,0.097592,0.151857,0.453893,0.397341,0.177775,0.27685,0.31799,0.233127,0.184753,0.451272,0.000199,0.610227,0.512205,0.404415,0.281279,0.306971,0.558082,0.833246,0.955612,0.320373,0.33082,0.419983,0.437796,0.339164,0.321026,0.423901,0.48246,0.481065,0.110713,0.138327,0.093083,0.075294,0.075276,0.021884,0.002686,0.008931,0.008403,0.012409,0.004066,0.023306,0.01538,0.003582,0.004866,0.001443,Mine
0.006277,0.010476,0.008242,0.013835,0.019348,0.069207,0.084286,0.080349,0.158213,0.142696,0.10186,0.153843,0.162109,0.360212,0.301572,0.208984,0.228123,0.156737,0.22617,0.310008,0.440639,0.416473,0.733557,0.856776,0.800548,0.584027,0.587566,0.688644,0.548088,0.573043,0.448481,0.258896,0.268718,0.158333,0.155209,0.314041,0.436425,0.271259,0.162828,0.162131,0.230824,0.316497,0.32638,0.187726,0.077993,0.047554,0.101029,0.080839,0.142759,0.016628,0.034996,0.003515,0.013871,0.012691,0.014288,0.006432,0.005682,0.007099,0.007791,0.017659,Rock
0.052833,0.046065,0.065242,0.11085,0.23394,0.175834,0.146858,0.31784,0.486995,0.50815,0.104443,0.069142,0.254563,0.080456,0.095092,0.110916,0.237015,0.35903,0.475557,0.824632,0.772038,0.809831,0.730905,0.856082,0.851316,0.807121,0.861505,0.911582,0.34249,0.278338,0.279833,0.327501,0.407051,0.473189,0.537863,0.242063,0.545577,0.617331,0.535295,0.483033,0.33033,0.525291,0.525911,0.166657,0.538319,0.419531,0.262917,0.19021,0.135276,0.00296,0.038643,0.008514,0.002351,0.005944,0.011334,0.00447,0.009941,0.003687,0.001029,0.002556,Mine
0.008115,0.034493,0.047517,0.026878,0.11698,0.162003,0.194879,0.333729,0.089243,0.237072,0.280657,0.29483,0.243558,0.329516,0.17684,0.312493,0.343169,0.3283,0.673486,0.789253,0.844471,0.793931,0.928073,1.002942,0.96551,1.004215,0.983595,0.81664,0.075527,0.257066,0.396178,0.425907,0.488019,0.249771,0.009793,0.136642,0.172326,0.316178,0.188656,0.126788,0.180768,0.148473,0.195711,0.137511,0.236241,0.171061,0.115158,0.168547,0.141195,0.016983,0.004455,0.025111,0.014908,0.011169,0.007388,0.007252,0.003751,0.004285,0.023882,0.004702,Mine
0.037329,0.13907,0.050997,0.121825,0.015969,0.071378,0.082261,0.269985,0.261743,0.434137,0.519872,0.481409,0.534748,0.520903,0.591678,0.715085,0.872267,0.896136,0.848671,0.752608,0.715226,0.810531,0.711727,0.935091,0.899436,0.770814,0.198161,0.999655,0.454581,0.585787,0.609354,0.335312,0.380338,0.230229,0.353398,0.18009,0.379199,0.222378,0.549102,0.27858,0.388332,0.223319,0.17427,0.078404,0.058277,0.034058,0.065208,0.05689,0.025413,0.018043,0.005813,0.005725,0.002039,0.002611,0.007684,0.011694,0.006035,0.023451,0.009395,0.005059,Rock
0.023859,0.009303,0.025041,0.013727,0.036345,0.072454,0.148027,0.177313,0.635697,0.40674,0.339459,0.43565,0.324393,0.155341,0.048464,0.211954,0.295247,0.252574,0.496616,0.88123,0.949882,0.838527,0.809075,0.825777,0.696566,0.684158,0.908372,0.951771,0.843969,0.619306,0.485927,0.317354,0.319988,0.279696,0.110548,0.132132,0.191365,0.086671,0.184479,0.273654,0.191789,0.027184,0.114971,0.093171,0.110076,0.204024,0.319841,0.114866,0.056435,0.06496,0.004055,0.016491,0.013297,0.011875,0.00398,0.019392,0.003797,0.004385,0.005891,0.001833,Mine
0.017681,0.018028,0.038971,0.063148,0.134021,0.048646,0.117221,0.097624,0.086725,0.083451,0.182178,0.316199,0.3045,0.258421,0.181525,0.12478,0.118511,0.283936,0.340438,0.958187,0.904376,0.964823,0.962612,0.611337,0.910198,0.857888,0.854869,0.675011,0.48462,0.406358,0.734465,0.889688,0.946357,0.347693,0.415161,0.605172,0.332672,0.318767,0.299772,0.259374,0.204392,0.058653,0.068356,0.037163,0.054035,0.073099,0.0901,0.076232,0.017379,0.024508,0.009835,0.006612,0.015021,0.012526,0.005754,0.007079,0.001919,0.005698,0.004904,0.003325,Rock
